timestamp,phase,sensor_id,value,rule,threshold
2026-06-01 08:40:38,main_dlc,temp_chamber,37.04529129769623,threshold,37.0
2026-06-01 08:40:45,main_dlc,temp_chamber,37.10775292047114,threshold,37.0
2026-06-01 08:41:03,main_dlc,temp_chamber,37.065313429194056,threshold,37.0
2026-06-01 08:41:07,main_dlc,temp_chamber,37.16379799626614,threshold,37.0
2026-06-01 08:41:13,main_dlc,temp_chamber,37.00651266778031,threshold,37.0
2026-06-01 08:41:23,main_dlc,temp_chamber,37.2616931261801,threshold,37.0
2026-06-01 08:41:27,main_dlc,temp_chamber,37.07756307825957,threshold,37.0
2026-06-01 08:41:29,main_dlc,temp_chamber,37.06347483251194,threshold,37.0
2026-06-01 08:41:33,main_dlc,temp_chamber,37.33173162981273,threshold,37.0
2026-06-01 08:41:45,main_dlc,temp_chamber,37.00123686433203,threshold,37.0
2026-06-01 08:41:48,main_dlc,temp_chamber,37.1740283864215,threshold,37.0
2026-06-01 08:41:51,main_dlc,temp_chamber,37.20192495317957,threshold,37.0
2026-06-01 08:41:52,main_dlc,temp_chamber,37.38668776014005,threshold,37.0
2026-06-01 08:41:53,main_dlc,temp_chamber,37.52895057234801,threshold,37.0
2026-06-01 08:41:56,main_dlc,temp_chamber,37.10483946934329,threshold,37.0
2026-06-01 08:41:57,main_dlc,temp_chamber,37.247626075895376,threshold,37.0
2026-06-01 08:41:59,main_dlc,temp_chamber,37.15394231679922,threshold,37.0
2026-06-01 08:42:00,main_dlc,temp_chamber,37.01953154797931,threshold,37.0
2026-06-01 08:42:01,main_dlc,temp_chamber,37.04377148581336,threshold,37.0
2026-06-01 08:42:10,main_dlc,temp_chamber,37.10351008670727,threshold,37.0
2026-06-01 08:42:14,main_dlc,temp_chamber,37.22207227722053,threshold,37.0
2026-06-01 08:42:22,main_dlc,temp_chamber,37.20015220043624,threshold,37.0
2026-06-01 08:42:23,main_dlc,temp_chamber,37.13113248923243,threshold,37.0
2026-06-01 08:42:24,main_dlc,temp_chamber,37.47859632466378,threshold,37.0
2026-06-01 08:42:25,main_dlc,temp_chamber,37.38367314038273,threshold,37.0
2026-06-01 08:42:26,main_dlc,temp_chamber,37.61266332938394,threshold,37.0
2026-06-01 08:42:27,main_dlc,temp_chamber,37.19906979831283,threshold,37.0
2026-06-01 08:42:28,main_dlc,temp_chamber,37.19984234839808,threshold,37.0
2026-06-01 08:42:30,main_dlc,temp_chamber,37.295901508104926,threshold,37.0
2026-06-01 08:42:33,main_dlc,temp_chamber,37.52279641816735,threshold,37.0
2026-06-01 08:42:35,main_dlc,temp_chamber,37.207771805289525,threshold,37.0
2026-06-01 08:42:37,main_dlc,temp_chamber,37.4253456390372,threshold,37.0
2026-06-01 08:42:38,main_dlc,temp_chamber,37.47184946572816,threshold,37.0
2026-06-01 08:42:39,main_dlc,temp_chamber,37.25733997793849,threshold,37.0
2026-06-01 08:42:40,main_dlc,temp_chamber,37.47812126017773,threshold,37.0
