timestamp,phase,sensor_id,value
2026-06-01 08:00:00,pumping,current_spt1,0.0
2026-06-01 08:00:01,pumping,current_spt1,0.0
2026-06-01 08:00:02,pumping,current_spt1,0.0
2026-06-01 08:00:03,pumping,current_spt1,0.0
2026-06-01 08:00:04,pumping,current_spt1,0.0
2026-06-01 08:00:05,pumping,current_spt1,0.0
2026-06-01 08:00:06,pumping,current_spt1,0.0
2026-06-01 08:00:07,pumping,current_spt1,0.0
2026-06-01 08:00:08,pumping,current_spt1,0.0
2026-06-01 08:00:09,pumping,current_spt1,0.0
2026-06-01 08:00:10,pumping,current_spt1,0.0
2026-06-01 08:00:11,pumping,current_spt1,0.0
2026-06-01 08:00:12,pumping,current_spt1,0.0
2026-06-01 08:00:13,pumping,current_spt1,0.0
2026-06-01 08:00:14,pumping,current_spt1,0.0
2026-06-01 08:00:15,pumping,current_spt1,0.0
2026-06-01 08:00:16,pumping,current_spt1,0.0
2026-06-01 08:00:17,pumping,current_spt1,0.0
2026-06-01 08:00:18,pumping,current_spt1,0.0
2026-06-01 08:00:19,pumping,current_spt1,0.0
2026-06-01 08:00:20,pumping,current_spt1,0.0
2026-06-01 08:00:21,pumping,current_spt1,0.0
2026-06-01 08:00:22,pumping,current_spt1,0.0
2026-06-01 08:00:23,pumping,current_spt1,0.0
2026-06-01 08:00:24,pumping,current_spt1,0.0
2026-06-01 08:00:25,pumping,current_spt1,0.0
2026-06-01 08:00:26,pumping,current_spt1,0.0
2026-06-01 08:00:27,pumping,current_spt1,0.0
2026-06-01 08:00:28,pumping,current_spt1,0.0
2026-06-01 08:00:29,pumping,current_spt1,0.0
2026-06-01 08:00:30,pumping,current_spt1,0.0
2026-06-01 08:00:31,pumping,current_spt1,0.0
2026-06-01 08:00:32,pumping,current_spt1,0.0
2026-06-01 08:00:33,pumping,current_spt1,0.0
2026-06-01 08:00:34,pumping,current_spt1,0.0
2026-06-01 08:00:35,pumping,current_spt1,0.0
2026-06-01 08:00:36,pumping,current_spt1,0.0
2026-06-01 08:00:37,pumping,current_spt1,0.0
2026-06-01 08:00:38,pumping,current_spt1,0.0
2026-06-01 08:00:39,pumping,current_spt1,0.0
2026-06-01 08:00:40,pumping,current_spt1,0.0
2026-06-01 08:00:41,pumping,current_spt1,0.0
2026-06-01 08:00:42,pumping,current_spt1,0.0
2026-06-01 08:00:43,pumping,current_spt1,0.0
2026-06-01 08:00:44,pumping,current_spt1,0.0
2026-06-01 08:00:45,pumping,current_spt1,0.0
2026-06-01 08:00:46,pumping,current_spt1,0.0
2026-06-01 08:00:47,pumping,current_spt1,0.0
2026-06-01 08:00:48,pumping,current_spt1,0.0
2026-06-01 08:00:49,pumping,current_spt1,0.0
2026-06-01 08:00:50,pumping,current_spt1,0.0
2026-06-01 08:00:51,pumping,current_spt1,0.0
2026-06-01 08:00:52,pumping,current_spt1,0.0
2026-06-01 08:00:53,pumping,current_spt1,0.0
2026-06-01 08:00:54,pumping,current_spt1,0.0
2026-06-01 08:00:55,pumping,current_spt1,0.0
2026-06-01 08:00:56,pumping,current_spt1,0.0
2026-06-01 08:00:57,pumping,current_spt1,0.0
2026-06-01 08:00:58,pumping,current_spt1,0.0
2026-06-01 08:00:59,pumping,current_spt1,0.0
2026-06-01 08:01:00,pumping,current_spt1,0.0
2026-06-01 08:01:01,pumping,current_spt1,0.0
2026-06-01 08:01:02,pumping,current_spt1,0.0
2026-06-01 08:01:03,pumping,current_spt1,0.0
2026-06-01 08:01:04,pumping,current_spt1,0.0
2026-06-01 08:01:05,pumping,current_spt1,0.0
2026-06-01 08:01:06,pumping,current_spt1,0.0
2026-06-01 08:01:07,pumping,current_spt1,0.0
2026-06-01 08:01:08,pumping,current_spt1,0.0
